PP_ID	GROUP	LANGUAGE_RANK	LANGUAGE	PART	TRIAL	TRIAL_FIXATION_COUNT	TRIAL_DWELL_TIME	IA_ID	WORD_ID	IA_LABEL	IA_LABEL_NO_PUNCTUATIONS	IA_FIRST_FIXATION_DURATION	IA_FIRST_RUN_DWELL_TIME	IA_DWELL_TIME	IA_SKIP	IA_FIRST_RUN_FIXATION_COUNT	IA_FIXATION_COUNT	IA_REGRESSION_PATH_DURATION	IA_SELECTIVE_REGRESSION_PATH_DURATION	MWS_Repetition_Within_One_Session	MWS_Repetition_Across_Sessions	Adj_Word_Repetition_Within_One_Session	Adj_Word_Repetition_Across_Sessions	Noun_Word_Repetition_Within_One_Session	Noun_Word_Repetition_Across_Sessions	MWS_Frequency	Adj_Word_Frequency	Noun_Word_Frequency	MWS_Length
CN_30	Bilinguals	L2	English	1	40	95	19343	84	1-40-84	forked right	forked right	175	391	391	0	2	2	391	391	1	1	1	1	3	3	0	174	89831	12
CN_30	Bilinguals	L2	English	1	40	95	19343	90	1-40-90	different wings	different wings	275	526	852	0	2	4	526	526	1	1	2	2	1	1	0	47209	2362	15
CN_30	Bilinguals	L2	English	1	41	73	15561	7	1-41-7	left wing,	left wing	106	884	884	0	4	4	884	884	1	1	4	4	1	1	198	44480	2798	9
CN_30	Bilinguals	L2	English	1	42	100	21288	53	1-42-53	younger brother,	younger brother	353	605	1198	0	2	4	2023	1198	1	1	3	3	1	1	370	5201	8208	15
CN_30	Bilinguals	L2	English	1	43	215	47272	50	1-43-50	delightful visit.	delightful visit	483	483	1165	0	1	4	483	483	1	1	2	2	1	1	3	1054	11966	16
CN_30	Bilinguals	L2	English	1	43	215	47272	73	1-43-73	charming afternoon	charming afternoon	249	508	969	0	2	4	508	508	1	1	1	1	2	2	0	1324	7956	18
CN_30	Bilinguals	L2	English	1	44	82	18552	6	1-44-6	large hall,	large hall	174	401	401	0	3	3	401	401	1	1	3	3	1	1	93	33965	11624	10
CN_30	Bilinguals	L2	English	1	46	108	25397	41	1-46-41	old woman,	old woman	165	489	489	0	3	3	489	489	1	1	7	7	7	7	877	52171	21791	9
CN_30	Bilinguals	L2	English	1	46	108	25397	50	1-46-50	old fool.	old fool	222	564	564	0	3	3	564	564	1	1	8	8	2	2	67	52171	1833	8
CN_30	Bilinguals	L2	English	1	47	127	27473	76	1-47-76	wicked woman'…	wicked woman	177	2213	2298	0	10	11	2795	2298	1	1	3	3	8	8	12	1021	21791	12
CN_30	Bilinguals	L2	English	1	51	72	15924	51	1-51-51	bearded man	bearded man	303	481	481	0	2	2	481	481	1	1	1	1	8	8	70	322	58168	11
CN_30	Bilinguals	L2	English	1	52	91	22122	45	1-52-45	clever man…	clever man	241	241	597	0	1	3	721	597	1	1	2	2	10	10	54	2204	58168	10
CN_30	Bilinguals	L2	English	1	52	91	22122	60	1-52-60	great friend	great friend	267	613	1296	0	2	5	613	613	1	1	7	7	2	2	116	46108	16202	12
CN_30	Bilinguals	L2	English	1	53	89	20536	12	1-53-12	rotten business.	rotten business	145	1630	1630	0	5	5	1630	1630	1	1	2	2	1	1	5	762	34715	15
CN_30	Bilinguals	L2	English	1	53	89	20536	18	1-53-18	rough tongue,	rough tongue	190	658	658	0	3	3	658	658	1	1	1	1	1	1	8	3386	2283	12
CN_30	Bilinguals	L2	English	1	53	89	20536	24	1-53-24	stauncher friend	stauncher friend	271	874	874	0	4	4	874	874	1	1	1	1	3	3	0	0	16202	16
CN_30	Bilinguals	L2	English	1	53	89	20536	78	1-53-78	opposite direction	opposite direction	299	782	782	0	3	3	782	782	1	1	1	1	2	2	425	5747	8421	18
CN_30	Bilinguals	L2	English	1	54	131	30129	23	1-54-23	old lady	old lady	257	437	437	0	2	2	437	437	2	2	9	9	8	8	757	52171	9215	8
CN_30	Bilinguals	L2	English	1	54	131	30129	27	1-54-27	big house,	big house	338	495	495	0	2	2	495	495	1	1	1	1	10	10	387	24382	48666	9
CN_30	Bilinguals	L2	English	1	54	131	30129	43	1-54-43	vague chill	vague chill	120	120	1067	0	1	5	1257	1067	1	1	1	1	1	1	0	1432	775	11
CN_30	Bilinguals	L2	English	1	54	131	30129	59	1-54-59	old place,"	old place	305	399	399	0	2	2	399	399	1	1	10	10	5	5	0	52171	47329	9
CN_30	Bilinguals	L2	English	1	54	131	30129	72	1-54-72	fine property.	fine property	253	569	569	0	2	2	569	569	1	1	3	3	1	1	0	12724	12369	13
CN_30	Bilinguals	L2	English	1	55	76	15235	50	1-55-50	rotten verses	rotten verses	253	253	253	0	1	1	253	253	1	1	3	3	2	2	0	762	558	13
CN_30	Bilinguals	L2	English	1	55	76	15235	53	1-55-53	fancy bindings.	fancy bindings	279	657	657	0	3	3	657	657	1	1	1	1	1	1	0	2144	113	14
CN_30	Bilinguals	L2	English	1	56	58	13308	37	1-56-37	sinister face	sinister face	244	1010	1010	0	3	3	1010	1010	1	1	1	1	8	8	7	658	32434	13
CN_30	Bilinguals	L2	English	1	56	58	13308	47	1-56-47	vague suspicion	vague suspicion	418	812	812	0	2	2	812	812	1	1	2	2	3	3	6	1432	1544	15
CN_30	Bilinguals	L2	English	1	59	62	17263	26	1-59-26	big hospital	big hospital	371	789	789	0	3	3	789	789	1	1	2	2	3	3	0	24382	14667	12
CN_30	Bilinguals	L2	English	1	60	164	39472	10	1-60-10	peaceful days	peaceful days	539	539	2910	0	1	12	1211	1021	1	1	2	2	5	5	6	1565	31542	13
CN_30	Bilinguals	L2	English	1	60	164	39472	20	1-60-20	unaccountable preference	unaccountable preference	512	1826	3709	0	5	13	1826	1826	1	1	1	1	1	1	0	75	2143	24
CN_30	Bilinguals	L2	English	1	63	184	39019	62	1-63-62	briskest mood	briskest mood	169	803	1635	0	3	6	991	803	1	1	1	1	1	1	0	1	3115	13
CN_30	Bilinguals	L2	English	1	64	107	25677	4	1-64-4	charming invitation	charming invitation	257	637	1338	0	4	8	637	637	1	1	2	2	2	2	1	1324	1800	19
CN_30	Bilinguals	L2	English	1	64	107	25677	42	1-64-42	pleasant luncheon,	pleasant luncheon	275	1744	1744	0	6	6	1744	1744	1	1	3	3	3	3	0	2542	346	17
CN_30	Bilinguals	L2	English	1	65	91	19087	58	1-65-58	white overall.	white overall	227	1009	1009	0	4	4	1009	1009	1	1	1	1	1	1	0	23111	7588	13
CN_30	Bilinguals	L2	English	1	66	162	33300	31	1-66-31	single person	single person	339	862	1581	0	3	7	862	862	1	1	2	2	1	1	227	17656	24365	13
CN_30	Bilinguals	L2	English	1	71	153	30257	41	1-71-41	difficult person	difficult person	307	638	1313	0	3	5	638	638	1	1	4	4	2	2	0	21433	24365	16
CN_30	Bilinguals	L2	English	1	72	93	23160	6	1-72-6	certain charm	certain charm	186	186	396	0	1	2	186	186	1	1	3	3	1	1	12	21589	1343	13
CN_30	Bilinguals	L2	English	1	72	93	23160	24	1-72-24	deep affection	deep affection	176	630	630	0	3	3	630	630	1	1	3	3	1	1	37	10141	1315	14
CN_30	Bilinguals	L2	English	1	73	114	22701	11	1-73-11	little man	little man	225	843	1064	0	3	5	843	843	2	2	15	15	12	12	506	61932	58168	10
CN_30	Bilinguals	L2	English	1	73	114	22701	61	1-73-61	pleasant meeting	pleasant meeting	179	658	1076	0	3	6	658	658	1	1	4	4	1	1	0	2542	19979	16
CN_30	Bilinguals	L2	English	1	75	109	22494	7	1-75-7	little man.	little man	336	391	791	0	2	5	1637	791	3	3	16	16	13	13	506	61932	58168	10
CN_30	Bilinguals	L2	English	1	75	109	22494	22	1-75-22	great dignity.	great dignity	175	733	733	0	3	3	733	733	1	1	9	9	2	2	30	46108	1246	13
CN_30	Bilinguals	L2	English	1	76	199	44033	6	1-76-6	little man	little man	223	541	709	0	2	3	541	541	4	4	18	18	14	14	506	61932	58168	10
CN_30	Bilinguals	L2	English	1	76	199	44033	51	1-76-51	baffling cases	baffling cases	255	574	1128	0	3	6	574	574	1	1	1	1	2	2	1	110	17996	14
CN_30	Bilinguals	L2	English	1	76	199	44033	62	1-76-62	little house	little house	179	467	1393	0	2	5	467	467	1	1	19	19	12	12	316	61932	48666	12
CN_30	Bilinguals	L2	English	1	77	87	18742	5	1-77-5	little man,"	little man	176	176	589	0	1	3	1241	589	5	5	20	20	15	15	506	61932	58168	10
CN_30	Bilinguals	L2	English	1	80	163	33586	28	1-80-28	quick game	quick game	603	603	603	0	1	1	603	603	1	1	1	1	2	2	0	5729	14065	10
CN_30	Bilinguals	L2	English	1	80	163	33586	67	1-80-67	good walk	good walk	219	373	1022	0	2	6	373	373	1	1	10	10	2	2	0	79878	9962	9
CN_30	Bilinguals	L2	English	1	87	113	24293	48	1-87-48	glorious night,	glorious night	158	737	1223	0	4	7	737	737	1	1	2	2	5	5	6	1062	34119	14
CN_30	Bilinguals	L2	English	1	88	105	23204	5	1-88-5	harmonious moments	harmonious moments	126	813	813	0	3	3	813	813	1	1	1	1	3	3	0	283	3004	18
CN_30	Bilinguals	L2	English	1	90	69	15166	37	1-90-37	inaccessible place,	inaccessible place	393	699	699	0	3	3	699	699	1	1	1	1	8	8	4	330	47329	18
CN_30	Bilinguals	L2	English	1	94	93	22351	36	1-94-36	right wing,	right wing	262	611	611	0	3	3	611	611	1	1	8	8	2	2	254	89831	2798	10
CN_30	Bilinguals	L2	English	1	95	113	24590	65	1-95-65	right wing	right wing	286	517	517	0	2	2	517	517	2	2	9	9	3	3	254	89831	2798	10
CN_30	Bilinguals	L2	English	1	96	115	29801	49	1-96-49	whole household	whole household	255	820	1012	0	3	4	820	820	1	1	2	2	2	2	20	29684	3850	15
CN_30	Bilinguals	L2	English	1	96	115	29801	57	1-96-57	alarming sounds	alarming sounds	308	751	751	0	3	3	751	751	1	1	1	1	1	1	3	617	5644	15
CN_30	Bilinguals	L2	English	1	98	56	12209	15	1-98-15	tough job,	tough job	211	540	540	0	2	2	540	540	1	1	1	1	1	1	26	3073	21904	9
CN_30	Bilinguals	L2	English	1	101	83	18849	71	1-101-71	ghastly look	ghastly look	391	803	1067	0	3	4	803	803	1	1	1	1	6	6	6	394	51549	12
CN_30	Bilinguals	L2	English	1	102	86	18827	82	1-102-82	prim ornaments	prim ornaments	246	1016	1016	0	4	4	1016	1016	1	1	1	1	1	1	0	106	312	14
CN_30	Bilinguals	L2	English	1	103	123	25190	18	1-103-18	short gasps.	short gasps	213	486	873	0	2	4	486	486	1	1	1	1	1	1	8	19448	129	11
CN_30	Bilinguals	L2	English	1	104	108	23009	23	1-104-23	white land	white land	192	402	402	0	2	2	402	402	1	1	3	3	3	3	0	23111	20709	10
CN_30	Bilinguals	L2	English	1	104	108	23009	38	1-104-38	faint streak	faint streak	386	768	2260	0	2	8	768	768	1	1	1	1	1	1	2	1562	421	12
CN_30	Bilinguals	L2	English	1	105	94	22684	11	1-105-11	fresh access	fresh access	339	663	663	0	2	2	663	663	1	1	2	2	1	1	0	6518	10609	12
CN_30	Bilinguals	L2	English	1	105	94	22684	18	1-105-18	old lady.	old lady	279	279	279	0	1	1	279	279	3	3	14	14	10	10	757	52171	9215	8
CN_30	Bilinguals	L2	English	1	105	94	22684	42	1-105-42	final convulsion	final convulsion	293	734	734	0	2	2	734	734	1	1	1	1	1	1	1	15134	35	16
CN_30	Bilinguals	L2	English	1	107	119	25927	7	1-107-7	sharp orders	sharp orders	131	791	1027	0	4	5	791	791	1	1	2	2	1	1	4	4667	5221	12
CN_30	Bilinguals	L2	English	1	107	119	25927	13	1-107-13	imperious wave	imperious wave	243	710	1132	0	3	6	710	710	1	1	1	1	1	1	2	101	3388	14
CN_30	Bilinguals	L2	English	1	108	176	37246	19	1-108-19	little man,	little man	184	184	1665	0	1	8	695	506	6	6	23	23	18	18	506	61932	58168	10
CN_30	Bilinguals	L2	English	1	108	176	37246	69	1-108-69	faint gesture	faint gesture	239	699	1996	0	3	10	699	699	1	1	2	2	1	1	0	1562	1887	13
CN_30	Bilinguals	L2	English	1	109	63	11795	10	1-109-10	dear lady.	dear lady	245	709	1310	0	4	9	709	709	1	1	10	10	11	11	52	8411	9215	9
CN_30	Bilinguals	L2	English	1	110	101	20241	9	1-110-9	local doctor	local doctor	103	103	535	0	1	4	888	535	1	1	1	1	8	8	65	45552	10066	12
CN_30	Bilinguals	L2	English	1	118	59	12994	5	1-118-5	other hand,	other hand	340	340	340	0	1	1	340	340	1	1	4	4	16	16	5745	152363	33184	10
CN_30	Bilinguals	L2	English	1	118	59	12994	67	1-118-67	famous detective."	famous detective	219	669	669	0	3	3	669	669	2	2	3	3	6	6	7	6293	1529	16
CN_30	Bilinguals	L2	English	1	119	139	27884	17	1-119-17	foul play."	foul play	398	398	472	0	1	2	690	472	1	1	1	1	1	1	79	985	20702	9
CN_30	Bilinguals	L2	English	1	119	139	27884	27	1-119-27	whole thing	whole thing	183	389	389	0	2	2	389	389	1	1	4	4	4	4	1216	29684	33483	11
CN_30	Bilinguals	L2	English	1	120	90	18129	21	1-120-21	free hand,	free hand	241	241	241	0	1	1	241	241	1	1	1	1	17	17	281	20102	33184	9
CN_30	Bilinguals	L2	English	1	120	90	18129	35	1-120-35	unnecessary scandal."	unnecessary scandal	348	584	584	0	2	2	584	584	1	1	2	2	1	1	0	1800	1337	19
CN_30	Bilinguals	L2	English	1	123	95	22034	25	1-123-25	narrow path	narrow path	270	599	599	0	2	2	599	599	1	1	1	1	2	2	93	4786	5912	11
CN_30	Bilinguals	L2	English	1	124	95	21880	12	1-124-12	poor wife!	poor wife	419	579	579	0	2	2	579	579	1	1	5	5	10	10	36	14392	16257	9
CN_30	Bilinguals	L2	English	1	125	76	17359	78	1-125-78	brief words,	brief words	244	244	749	0	1	3	1406	749	1	1	1	1	7	7	14	5416	23354	11
CN_30	Bilinguals	L2	English	1	128	55	12065	38	1-128-38	proper place.	proper place	239	574	574	0	3	3	574	574	1	1	1	1	10	10	127	6254	47329	12
CN_30	Bilinguals	L2	English	1	130	63	14823	9	1-130-9	curious fact,	curious fact	284	458	715	0	2	3	458	458	1	1	3	3	3	3	21	2078	36295	12
CN_30	Bilinguals	L2	English	1	131	69	15862	38	1-131-38	good memory,	good memory	138	296	1161	0	2	4	1751	1161	1	1	14	14	2	2	61	79878	7156	11
CN_30	Bilinguals	L2	English	1	134	89	19218	37	1-134-37	deft gesture,	deft gesture	359	359	359	0	1	1	498	359	1	1	1	1	3	3	1	119	1887	12
CN_30	Bilinguals	L2	English	1	134	89	19218	69	1-134-69	beautiful expanse	beautiful expanse	174	418	729	0	2	4	418	418	1	1	2	2	1	1	0	8307	321	17
CN_30	Bilinguals	L2	English	1	135	85	17714	9	1-135-9	poor family,	poor family	355	630	630	0	2	2	630	630	1	1	7	7	3	3	90	14392	33369	11
CN_30	Bilinguals	L2	English	1	135	85	17714	34	1-135-34	prolonged gaze.	prolonged gaze	344	344	344	0	1	1	344	344	1	1	1	1	1	1	0	1136	2216	14
CN_30	Bilinguals	L2	English	1	135	85	17714	63	1-135-63	dead woman	dead woman	247	538	853	0	3	5	538	538	1	1	2	2	11	11	101	11676	21791	10
CN_30	Bilinguals	L2	English	1	138	147	33586	20	1-138-20	rapid poison.	rapid poison	343	1376	1611	0	5	6	1376	1376	1	1	1	1	4	4	0	3517	912	12
CN_30	Bilinguals	L2	English	1	140	63	14263	23	1-140-23	dreadful business,	dreadful business	174	1236	1236	0	5	5	1236	1236	1	1	1	1	2	2	11	1353	34715	17
CN_30	Bilinguals	L2	English	1	144	145	29320	38	1-144-38	little case	little case	250	250	574	0	1	3	250	250	1	1	30	30	8	8	0	61932	44641	11
CN_30	Bilinguals	L2	English	1	145	80	16724	53	1-145-53	ordinary key	ordinary key	303	514	514	0	2	2	514	514	1	1	1	1	4	4	0	6733	12158	12
CN_30	Bilinguals	L2	English	1	147	61	13280	54	1-147-54	small quantity	small quantity	442	442	442	0	1	1	442	442	1	1	8	8	1	1	64	42738	2353	14
CN_30	Bilinguals	L2	English	1	147	61	13280	66	1-147-66	empty cup	empty cup	369	369	369	0	1	1	369	369	1	1	1	1	1	1	38	5333	11774	9
CN_30	Bilinguals	L2	English	1	149	85	17519	48	1-149-48	odd voice.	odd voice	235	235	235	0	1	1	235	235	1	1	2	2	15	15	15	4255	23205	9
CN_30	Bilinguals	L2	English	1	152	86	16975	23	1-152-23	careful examination	careful examination	81	481	481	0	3	3	481	481	1	1	3	3	1	1	55	5013	4752	19
CN_30	Bilinguals	L2	English	1	152	86	16975	39	1-152-39	round stain,	round stain	218	689	689	0	3	3	689	689	1	1	9	9	1	1	2	30459	486	11
CN_30	Bilinguals	L2	English	1	154	80	16609	19	1-154-19	green fabric…	green fabric	69	69	2274	0	1	9	3604	2274	1	1	3	3	1	1	5	14059	2051	12
CN_30	Bilinguals	L2	English	1	154	80	16609	66	1-154-66	dramatic gesture,	dramatic gesture	280	517	517	0	2	2	517	517	1	1	1	1	4	4	19	3784	1887	16
CN_30	Bilinguals	L2	English	1	155	74	15790	11	1-155-11	good housemaid	good housemaid	254	1069	1069	0	5	5	1069	1069	1	1	16	16	1	1	0	79878	59	14
CN_30	Bilinguals	L2	English	1	155	74	15790	23	1-155-23	hot iron.	hot iron	274	851	935	0	3	4	851	851	1	1	3	3	1	1	40	8633	4609	8
CN_30	Bilinguals	L2	English	1	156	81	16955	38	1-156-38	white grease;	white grease	327	948	948	0	3	3	948	948	1	1	4	4	2	2	1	23111	396	12
CN_30	Bilinguals	L2	English	1	156	81	16955	54	1-156-54	other hand,	other hand	247	247	247	0	1	1	247	247	2	2	6	6	19	19	5745	152363	33184	10
CN_30	Bilinguals	L2	English	1	157	97	20510	25	1-157-25	natural faculties.	natural faculties	182	722	851	0	4	5	722	722	1	1	6	6	1	1	2	13910	390	17
CN_30	Bilinguals	L2	English	1	157	97	20510	93	1-157-93	dead ashes	dead ashes	253	659	659	0	3	3	659	659	1	1	3	3	2	2	8	11676	509	10
CN_30	Bilinguals	L2	English	1	158	68	13326	38	1-158-38	greatest caution.	greatest caution	240	530	530	0	2	2	530	530	1	1	2	2	1	1	4	4989	1285	16
CN_30	Bilinguals	L2	English	1	158	68	13326	61	1-158-61	small piece	small piece	159	159	470	0	1	3	504	337	1	1	9	9	3	3	166	42738	8928	11
CN_30	Bilinguals	L2	English	1	158	68	13326	65	1-158-65	charred paper.	charred paper	285	1256	1256	0	5	5	2110	1256	1	1	1	1	2	2	4	176	16755	13
CN_30	Bilinguals	L2	English	1	160	54	11679	20	1-160-20	methodical care	methodical care	181	181	395	0	1	2	595	395	1	1	1	1	3	3	0	139	24178	15
CN_30	Bilinguals	L2	English	1	161	64	11997	46	1-161-46	comprehensive examination	comprehensive examination	212	1000	1000	0	5	5	1000	1000	1	1	1	1	2	2	6	3535	4752	25
CN_30	Bilinguals	L2	English	1	164	53	11514	58	1-164-58	stiff waves	stiff waves	217	746	746	0	3	3	746	746	1	1	2	2	2	2	3	1447	2718	11
CN_30	Bilinguals	L2	English	1	164	53	11514	62	1-164-62	white cap.	white cap	.	.	0	1	.	0	.	.	1	1	5	5	2	2	48	23111	2000	9
CN_30	Bilinguals	L2	English	1	165	68	14866	69	1-165-69	good mistress	good mistress	187	751	1128	0	3	4	1209	1128	1	1	18	18	4	4	0	79878	1073	13
CN_30	Bilinguals	L2	English	1	167	56	11341	70	1-167-70	foul play,	foul play	221	221	221	0	1	1	221	221	2	2	2	2	2	2	79	985	20702	9
CN_30	Bilinguals	L2	English	1	170	96	20467	12	1-170-12	good bit	good bit	223	390	390	0	2	2	390	390	1	1	20	20	5	5	0	79878	26204	8
CN_30	Bilinguals	L2	English	1	173	59	12232	25	1-173-25	strong cup	strong cup	301	301	301	0	1	1	301	301	1	1	2	2	5	5	26	15584	11774	10
CN_30	Bilinguals	L2	English	1	173	59	12232	57	1-173-57	dreadful thing,	dreadful thing	175	287	929	0	2	5	287	287	1	1	3	3	7	7	28	1353	33483	14
CN_30	Bilinguals	L2	English	1	174	50	10998	26	1-174-26	purple case	purple case	153	508	508	0	3	3	508	508	1	1	3	3	11	11	0	1246	44641	11
CN_30	Bilinguals	L2	English	1	174	50	10998	36	1-174-36	important papers?"	important papers	170	170	170	0	1	1	170	170	1	1	4	4	2	2	30	38450	6091	16
CN_30	Bilinguals	L2	English	1	176	76	17852	29	1-176-29	green dress	green dress	204	501	501	0	2	2	501	501	1	1	4	4	2	2	52	14059	4739	11
CN_30	Bilinguals	L2	English	1	176	76	17852	67	1-176-67	green evening	green evening	163	422	422	0	2	2	422	422	1	1	6	6	4	4	0	14059	13042	13
CN_30	Bilinguals	L2	English	1	179	82	16513	21	1-179-21	careless girl.	careless girl	313	587	587	0	3	3	587	587	1	1	1	1	8	8	1	544	14383	13
CN_30	Bilinguals	L2	English	1	181	96	19751	3	1-181-3	good times	good times	236	370	370	0	2	2	370	370	1	1	23	23	5	5	282	79878	28849	10
CN_30	Bilinguals	L2	English	1	181	96	19751	40	1-181-40	lively curiosity,	lively curiosity	232	671	671	0	3	3	671	671	1	1	1	1	2	2	5	1412	1065	16
CN_30	Bilinguals	L2	English	1	181	96	19751	74	1-181-74	cardboard box,	cardboard box	238	1160	1160	0	5	5	1160	1160	1	1	1	1	3	3	146	687	8363	13
CN_30	Bilinguals	L2	English	1	184	67	14216	21	1-184-21	strapping girl,	strapping girl	179	1072	1072	0	5	5	1410	1072	1	1	1	1	9	9	0	96	14383	14
CN_30	Bilinguals	L2	English	1	184	67	14216	34	1-184-34	ghoulish enjoyment	ghoulish enjoyment	230	396	396	0	2	2	396	396	1	1	1	1	1	1	0	45	1012	18
CN_30	Bilinguals	L2	English	1	187	98	20379	82	1-187-82	left wing,	left wing	208	719	719	1	3	3	719	719	2	2	11	11	4	4	198	44480	2798	9
CN_30	Bilinguals	L2	English	1	191	52	11427	5	1-191-5	utmost difficulty	utmost difficulty	158	476	476	0	2	2	476	476	1	1	2	2	3	3	6	498	6185	17
CN_30	Bilinguals	L2	English	1	191	52	11427	20	1-191-20	important piece	important piece	60	206	206	0	2	2	206	206	1	1	5	5	6	6	68	38450	8928	15
CN_30	Bilinguals	L2	English	1	191	52	11427	35	1-191-35	"coarse kitchen	coarse kitchen	443	443	443	0	1	1	443	443	2	2	2	2	3	3	0	618	7592	14
CN_30	Bilinguals	L2	English	1	191	52	11427	44	1-191-44	deadly poisons	deadly poisons	86	86	683	0	1	4	910	683	1	1	2	2	4	4	2	780	206	14
CN_30	Bilinguals	L2	English	1	194	90	18500	36	1-194-36	green dress?"	green dress	220	779	1108	0	3	5	779	779	3	3	10	10	5	5	52	14059	4739	11
CN_30	Bilinguals	L2	English	1	195	154	30048	45	1-195-45	great discovery?"	great discovery	287	287	591	0	1	3	1526	591	2	2	15	15	2	2	18	46108	2751	15
CN_30	Bilinguals	L2	English	1	197	74	16556	69	1-197-69	admirable sentiment,"	admirable sentiment	276	750	750	0	4	4	750	750	1	1	3	3	1	1	0	469	587	19
CN_30	Bilinguals	L2	English	1	197	74	16556	91	1-197-91	smaller desk	smaller desk	257	429	429	0	2	2	429	429	1	1	1	1	1	1	0	7101	4039	12
CN_30	Bilinguals	L2	English	1	198	81	17291	61	1-198-61	rapid eye	rapid eye	167	455	455	0	2	2	455	455	1	1	2	2	5	5	29	3517	9045	9
CN_30	Bilinguals	L2	English	1	200	19	4225	27	1-200-27	old envelope	old envelope	130	130	130	0	1	1	130	130	1	1	18	18	4	4	8	52171	1274	12
CN_32	Bilinguals	L2	English	1	6	141	37942	3	1-6-3	intense interest	intense interest	644	644	2988	0	1	10	2773	2374	1	1	1	1	1	1	52	2273	26773	16
CN_32	Bilinguals	L2	English	1	6	141	37942	62	1-6-62	sensational rumours	sensational rumours	301	2271	2271	0	7	7	2271	2271	1	1	1	1	1	1	0	444	1237	19
CN_32	Bilinguals	L2	English	1	8	127	33781	20	1-8-20	good yarn	good yarn	318	1256	1559	0	5	6	1256	1256	1	1	2	2	1	1	11	79878	866	9
CN_32	Bilinguals	L2	English	1	8	127	33781	23	1-8-23	old times,	old times	132	200	615	0	2	3	779	615	1	1	1	1	1	1	158	52171	28849	9
CN_32	Bilinguals	L2	English	1	9	138	36308	20	1-9-20	handsome woman	handsome woman	300	1253	1253	0	4	4	1253	1253	1	1	1	1	1	1	24	1570	21791	14
CN_32	Bilinguals	L2	English	1	9	138	36308	69	1-9-69	generous woman,	generous woman	259	259	1179	0	1	5	1634	1179	1	1	1	1	2	2	9	2234	21791	14
CN_32	Bilinguals	L2	English	1	10	169	47052	44	1-10-44	larger part	larger part	189	567	567	0	2	2	567	567	1	1	1	1	1	1	224	7475	52916	11
CN_32	Bilinguals	L2	English	1	11	141	39101	29	1-11-29	literary ambitions;	literary ambitions	258	258	1547	0	1	7	2221	1547	1	1	1	1	1	1	5	3289	966	18
CN_32	Bilinguals	L2	English	1	11	141	39101	55	1-11-55	congenial life	congenial life	313	1862	1862	0	7	7	1862	1862	1	1	1	1	2	2	4	179	54419	14
CN_32	Bilinguals	L2	English	1	12	126	33177	21	1-12-21	shrewd suspicion	shrewd suspicion	277	2287	2287	0	10	10	2287	2287	1	1	1	1	1	1	0	437	1544	16
CN_32	Bilinguals	L2	English	1	13	147	41134	18	1-13-18	little bounder	little bounder	328	1495	1743	0	6	7	1495	1495	1	1	2	2	1	1	0	61932	10	14
CN_32	Bilinguals	L2	English	1	13	147	41134	61	1-13-61	great sport…	great sport	223	742	1291	0	2	4	742	742	1	1	1	1	1	1	39	46108	4427	11
CN_32	Bilinguals	L2	English	1	14	122	31477	36	1-14-36	absolute outsider,	absolute outsider	126	126	1716	0	1	5	2418	1716	1	1	1	1	1	1	0	3379	572	17
CN_32	Bilinguals	L2	English	1	14	122	31477	46	1-14-46	black beard,	black beard	143	760	760	0	3	3	760	760	1	1	1	1	1	1	53	23609	882	11
CN_32	Bilinguals	L2	English	1	14	122	31477	51	1-14-51	leather boots	leather boots	182	182	1171	0	1	5	1677	1171	1	1	1	1	1	1	83	2377	2804	13
CN_32	Bilinguals	L2	English	1	16	137	34404	24	1-16-24	little station,	little station	192	1084	1321	0	4	5	1084	1084	1	1	3	3	1	1	0	61932	9782	14
CN_32	Bilinguals	L2	English	1	16	137	34404	38	1-16-38	green fields	green fields	232	1367	1411	0	4	5	1367	1367	1	1	1	1	1	1	119	14059	5658	12
CN_32	Bilinguals	L2	English	1	17	146	36071	24	1-17-24	other side	other side	386	783	951	0	3	4	783	783	1	1	2	2	1	1	3406	152363	31954	10
CN_32	Bilinguals	L2	English	1	17	146	36071	68	1-17-68	great war	great war	189	896	896	0	4	4	896	896	1	1	3	3	2	2	370	46108	26881	9
CN_32	Bilinguals	L2	English	1	18	152	39329	23	1-18-23	dear fellow,	dear fellow	300	485	485	0	2	2	485	485	1	1	1	1	5	5	58	8411	4283	11
CN_32	Bilinguals	L2	English	1	18	152	39329	40	1-18-40	idle life.	idle life	261	812	812	0	3	3	812	812	1	1	1	1	4	4	5	651	54419	9
CN_32	Bilinguals	L2	English	1	18	152	39329	83	1-18-83	good life	good life	45	1118	1118	0	5	5	1259	1118	1	1	3	3	5	5	0	79878	54419	9
CN_32	Bilinguals	L2	English	1	20	136	34161	44	1-20-44	old house.	old house	420	630	630	0	2	2	1608	630	1	1	4	4	1	1	554	52171	48666	9
CN_32	Bilinguals	L2	English	1	20	136	34161	51	1-20-51	tweed skirt,	tweed skirt	153	153	1712	0	1	9	2172	1712	1	1	1	1	1	1	15	718	1371	11
CN_32	Bilinguals	L2	English	1	20	136	34161	69	1-20-69	wounded hero!	wounded hero	474	1413	1413	0	4	4	1413	1413	1	1	1	1	1	1	6	1598	2178	12
CN_32	Bilinguals	L2	English	1	21	169	44868	18	1-21-18	blue eyes	blue eyes	203	476	476	1	2	2	476	476	1	1	1	1	1	1	1010	9941	27226	9
